CardsDonated,ClanJoined,Cohort,Country,DaysToReachTheater2,DaysToReachTheater3,DaysToReachTheater4,DaysToReachTheater5,FirstPurchaseTheater,Number of Records,PayingUsers,PlayTimeToReachTheater2,PlayTimeToReachTheater3,PlayTimeToReachTheater4,PlayTimeToReachTheater5,StartingGoldHurryCrate,StartingGoldPurchaseCrate,StartingGoldPurchaseSupply,T2Draw,T2Losses,T2Wins,T3Draw,T3Losses,T3Wins,T4Draw,T4Losses,T4Wins,Platform,userID
0,0,15/04/2017,GB,1,1,1,3,,1,0,21,135,391,657,162,,98,2,12,13,1,32,32,4,52,54,PS4,KL5aTfZ_gEKnIg4czQFZcw
178,1,15/04/2017,GB,1,2,5,11,5,1,1,25,167,856,2342,281,,93,2,13,13,7,58,42,19,133,85,PS4,sdOWitqCbUCyTl0C7rz-fQ
8,1,15/04/2017,GB,1,2,3,10,,1,0,12,135,224,621,114,220,123,2,8,14,3,6,17,14,50,49,PS4,sODDe_XB00WqWx4Vxdb0ZA
0,0,15/04/2017,IL,2,10,17,39,,1,0,17,296,578,822,103,110,72,1,23,9,7,28,24,16,54,40,PS4,BnCiREGQd0-Zsnt6u4FdAw
1,1,15/04/2017,IR,1,2,3,10,,1,0,17,138,523,1489,228,,25,2,12,14,7,49,32,41,119,92,PS4,coBkLwkDNkKHb1Uuko_y4A
0,1,15/04/2017,IT,1,4,6,10,,1,0,12,104,157,223,,,,,3,14,,1,13,,3,12,PS4,2-G9f-NM5k6gwFsWJgdVpA
246,1,15/04/2017,NL,1,1,2,4,,1,0,13,147,219,451,253,,324,4,3,16,1,2,15,5,17,26,PS4,9vEZ_A8ATESvQ7W6HVp7Rw
3,1,15/04/2017,NL,2,7,14,18,4,1,1,12,218,567,1287,6,,252,,19,10,1,34,32,4,45,20,PS4,hPHfNu1W4kaBrRIVd6Qp_g
90,1,15/04/2017,NO,1,3,11,22,,1,0,20,220,507,761,,,,,,13,,1,17,2,2,16,PS4,kuyyC_AtGk2GSRNIqM6l1Q
1624,1,15/04/2017,PL,1,1,4,6,,1,0,10,69,140,277,473,,,,1,13,,29,29,3,35,36,PS4,-nvNh6oAckKavuRd4dNAKg
0,1,15/04/2017,PL,1,1,9,26,,1,0,14,151,277,487,26,110,15,,7,13,,5,15,1,13,23,PS4,0BxQg_gILkqotrhlzPDt7Q
366,1,15/04/2017,PL,1,1,3,9,,1,0,9,112,433,673,191,,97,,17,12,2,41,30,10,30,30,PS4,UdoOlUXcmESWHofP89c6zA
0,1,15/04/2017,PL,1,4,5,25,,1,0,18,265,382,1087,120,110,151,,36,16,,10,19,12,156,121,PS4,vb84YgZXeEuyIIY39_ieLw
4,1,15/04/2017,RU,1,3,6,10,,1,0,13,105,180,263,89,,145,,9,10,,2,13,1,1,16,PS4,gJTzVKFXaEqEKff2MqPQMA
22,1,15/04/2017,RU,1,2,4,9,,1,0,13,65,184,385,127,,120,,2,12,1,9,17,7,14,22,PS4,vGydQZUYV0WwdirdbtqPlQ
12,1,15/04/2017,SI,2,3,9,15,,1,0,9,60,152,233,99,,,,,13,,,10,1,3,13,PS4,jrXiGvbXt0m3xuF5GWVd7g
3,1,15/04/2017,TR,1,2,3,9,,1,0,17,114,257,473,25,,62,1,7,15,2,16,18,1,21,32,PS4,EV1XcDzQbU28uIYXNdzJpQ
0,1,15/04/2017,UA,1,1,2,9,,1,0,18,109,422,1055,449,,,,8,14,5,40,31,10,62,57,PS4,hjtM-GWSyEKNqzPW74PSDQ
0,0,15/04/2017,US,4,5,7,9,,1,0,52,119,211,311,300,,12,,1,14,2,3,11,2,7,14,PS4,-aFfxfj0g0abdHfQmRIMEw
0,0,15/04/2017,US,1,1,5,13,4,1,1,18,90,464,962,264,,,,6,15,5,38,28,1,4,3,PS4,1rS7uT0NhECnrjB35SSAMQ
141,1,15/04/2017,US,1,2,4,6,,1,0,14,99,230,385,496,,27,1,5,13,2,12,19,6,13,27,PS4,72zJjSzMUEmh-PLK2dmGWg
0,1,15/04/2017,US,1,2,8,16,,1,0,19,160,309,763,157,,153,1,20,12,2,17,20,5,64,50,PS4,7zL_fLXEHE6YuE6sHTjM2Q
0,1,15/04/2017,US,1,1,3,6,,1,0,16,104,389,663,96,,182,,13,14,5,38,29,7,75,64,PS4,9By8oj6ISE6UXYKtT9RhDw
101,1,15/04/2017,US,1,1,2,12,,1,0,11,100,297,753,288,,,3,5,14,,10,18,4,29,37,PS4,cHw1k6p4dE6Z8PtIafLiYg
5,1,15/04/2017,US,1,1,3,5,,1,0,9,167,436,531,182,,66,,,12,2,6,14,7,3,18,PS4,e0rxxDtDi0OBtIK-f-xW6w
75,1,15/04/2017,US,1,2,4,14,,1,0,10,116,235,427,36,110,123,2,6,13,2,3,15,4,3,16,PS4,ggWioQ57nUOe59FA7GsFew
0,0,15/04/2017,US,2,5,8,13,2,1,1,15,147,212,446,72,,181,3,9,5,,,,,,,PS4,Hz70S5LF3kqQU9hLqwM4xA
0,1,15/04/2017,US,1,4,7,11,,1,0,15,131,623,1265,282,,57,,12,12,3,128,64,8,117,77,PS4,kW-5jA8-j0CwuP3RzKhPYA
13,1,15/04/2017,US,1,2,2,4,,1,0,14,68,163,357,249,,23,,,14,,1,13,1,10,22,PS4,LLbSHWQE4EKdaIi-t7_Saw
648,1,15/04/2017,US,1,3,7,12,,1,0,11,149,469,675,2,,428,,5,12,5,13,26,9,11,24,PS4,N-8Ue6dgRUmnbv9gXjSazQ
0,1,15/04/2017,US,1,3,10,20,,1,0,13,130,649,1225,224,110,26,,11,14,,1,14,6,35,28,PS4,oAfdbZ20y0q6JVKCq8wfiw
2,1,15/04/2017,US,1,1,2,10,,1,0,10,138,325,711,291,,12,2,22,13,2,19,24,5,54,49,PS4,pIBykw5akEW3QwCgNpaO_A
10,1,15/04/2017,US,1,5,9,14,,1,0,9,108,218,539,57,220,,,11,12,,1,17,,4,19,PS4,sHGqN9dVoEWCb5zps8g3dQ
0,1,15/04/2017,US,1,1,15,25,2,1,1,7,66,1131,1993,4,,,,,4,,,,,,,PS4,TcyndLFZUEe1rAKxOsHnKQ
0,0,15/04/2017,US,1,1,1,7,3,1,1,13,140,239,681,256,,,1,15,15,,1,4,,,,PS4,uIMV9yBu0UqSTGNrIkjDNg
0,0,15/04/2017,US,1,2,2,5,2,1,1,17,126,296,626,6,,,,8,2,,,,,,,PS4,vUzZu9_vMU65bR6cIcmITw
0,0,15/04/2017,US,1,1,2,6,3,1,1,13,228,423,742,240,,14,4,43,14,3,25,19,,,,PS4,VWiVjbM-2kuhle1TCl9ydw
30,1,15/04/2017,US,1,1,2,6,,1,0,10,87,237,405,196,,84,1,4,13,1,12,19,1,27,40,PS4,xjdmHPDVo0SonIYu5-v5ag
0,1,15/04/2017,US,1,3,4,22,,1,0,14,134,210,1100,30,,258,,3,16,1,4,15,9,65,52,PS4,XXSZUuW_6kGEMLnpmjSqAQ
2,1,15/04/2017,US,1,29,47,53,,1,0,16,226,437,606,168,110,120,1,11,10,3,16,16,2,17,24,PS4,yK0yFyN-Wke4-qvNf-tZTg
0,0,15/04/2017,US,1,2,5,24,3,1,1,21,297,634,1296,16,220,30,,30,14,,41,26,,,,PS4,zXDyzTZrYkWMkJuIAf2dxA
0,1,15/04/2017,ES,1,15,26,55,,1,0,16,245,417,765,68,220,85,2,24,12,4,22,21,9,38,32,STEAM_PC,Z2yI7ptHTE6EU6MRzJaMng
612,1,15/04/2017,HR,1,1,6,12,,1,0,6,70,190,294,41,125,312,,3,17,,1,11,,4,21,STEAM_PC,3ye03OgZ6kW844gB9lBX6g
0,1,15/04/2017,RU,1,2,3,4,,1,0,15,191,317,464,,,,,7,10,,2,13,2,7,16,STEAM_PC,VQGIWuU5m0yWIyhf1woGqw
32,1,15/04/2017,BR,1,2,4,13,,1,0,19,135,249,447,246,,36,3,2,14,,4,17,,17,32,XBOXONE,1GmgKH2gXU28eeSaQqwvxg
0,0,15/04/2017,CA,1,2,2,3,2,1,1,20,254,310,452,1,,168,1,3,1,,,,,,,XBOXONE,qz29Mlm4n0SMc4a37CBaeQ
79,1,15/04/2017,DE,1,2,4,6,,1,0,8,61,144,195,315,,6,1,,15,1,2,13,,2,10,XBOXONE,GXt_TEbIzky_nNQxbijYaA
1059,1,15/04/2017,DE,2,4,6,8,,1,0,10,87,159,205,,,420,,1,14,,,14,,,10,XBOXONE,K1RNib0GYkSByiQO4Gwhng
26,1,15/04/2017,DE,2,2,5,26,,1,0,69,742,1164,2130,73,220,30,2,8,12,9,39,30,11,86,82,XBOXONE,VK26lqblm0SQyLVZwser4w
0,0,15/04/2017,ES,1,2,12,22,,1,0,27,265,601,1041,253,110,,2,41,14,4,48,37,3,70,47,XBOXONE,3A8VZOQpNEy6lUaFylaJLA
8,1,15/04/2017,ES,1,2,2,12,,1,0,14,112,217,839,121,140,38,,4,14,1,10,16,10,63,49,XBOXONE,bw087T4f_UWzQxsO8j5RGQ
10,1,15/04/2017,ES,1,2,4,6,,1,0,9,79,160,264,59,,,,4,13,,1,12,1,5,20,XBOXONE,XisQI_McQku7v9mv5hrJhA
7,1,15/04/2017,FI,1,2,4,10,,1,0,12,59,136,261,3,,,,,12,,6,13,5,4,25,XBOXONE,zMvZvkQZPEaLX03d-jU7ZQ
8,1,15/04/2017,FR,2,2,6,24,,1,0,27,133,613,1046,269,,35,3,6,11,2,38,28,7,45,35,XBOXONE,JsTfUw72yEu5moliGpQiuw
0,1,15/04/2017,GB,1,2,2,9,2,1,1,8,98,153,353,26,220,8,1,,4,,,,,,,XBOXONE,-wQJs4GLqUyHOtds1vTrmA
0,0,15/04/2017,GB,1,2,2,8,2,1,1,14,119,232,361,86,110,,1,2,5,,,,,,,XBOXONE,BWFpaGSRiEOfyTWrSpWNXg
1,1,15/04/2017,GB,1,2,3,6,3,1,1,17,303,419,629,257,,,1,20,14,,10,11,,,,XBOXONE,Fm2T8xis2kGszv939Q0Xcg
0,0,15/04/2017,GB,1,2,6,19,2,1,1,19,98,169,510,,,,,,,,,,,,,XBOXONE,QkLWlRyHh0mc6i1LdhrANg
12,1,15/04/2017,JP,1,8,17,30,,1,0,19,330,726,1044,309,,,3,51,10,1,53,37,7,67,56,XBOXONE,o8K3TC-_vkivW9wjKTBeow
0,0,15/04/2017,MX,1,2,8,28,3,1,1,22,189,851,1921,235,,41,2,32,14,7,95,42,,,,XBOXONE,Cw9ljKIpOkGsFJB2f9H6PQ
4,1,15/04/2017,MX,2,3,6,16,,1,0,12,97,178,522,308,,6,1,5,12,,6,14,12,37,44,XBOXONE,YNufi16dRESMO6uGeXeDmA
1,1,15/04/2017,SG,1,2,8,23,,1,0,15,267,498,1347,228,220,26,3,21,15,5,23,20,30,99,84,XBOXONE,jBIxp-VAIUKbJXKavozjsQ
0,0,15/04/2017,US,1,6,22,46,,1,0,16,197,489,1524,323,,,1,26,14,7,62,49,5,98,55,XBOXONE,3W9_An5IDEe2l6q1-bIXIw
0,1,15/04/2017,US,1,2,8,20,3,1,1,13,168,313,481,12,220,24,3,8,14,1,8,10,,,,XBOXONE,H2ImeJ2VvEuqvHPfaL_Law
0,0,15/04/2017,US,1,1,2,11,3,1,1,13,110,283,423,225,,12,,13,14,,,,,,,XBOXONE,LKNYsLUTg06CERYHvRkmcg
0,1,15/04/2017,US,1,5,8,11,,1,0,12,64,147,292,,,,,1,13,1,2,16,2,2,17,XBOXONE,m_9N_DF6wkeEMTw2aoPRlQ
0,1,15/04/2017,US,1,2,5,14,,1,0,15,179,314,745,226,,7,2,13,16,,13,14,5,42,40,XBOXONE,MW3CPCIcGE6lC-4o8UDQDA
69,1,15/04/2017,US,1,5,9,16,,1,0,15,65,168,370,99,,,,1,10,,9,17,,15,26,XBOXONE,s0aTbywim0SXTLmlm10m7w
0,0,15/04/2017,US,1,3,7,15,,1,0,12,191,579,1133,32,110,146,3,22,14,4,41,28,4,22,21,XBOXONE,s7JWmGLhzU-NU0thpZNhaQ
0,0,15/04/2017,US,1,2,3,10,3,1,1,15,93,231,514,248,,6,,8,14,,4,8,,,,XBOXONE,SBnjw9k3DEWXwROkp0iv-A
38,1,15/04/2017,US,1,1,1,20,,1,0,13,63,218,786,367,,27,,2,13,,12,20,5,78,53,XBOXONE,xrw5FDFmzE2yzjWPD1PZwQ
1141,1,15/04/2017,US,1,3,6,13,,1,0,15,113,245,514,366,,108,2,6,14,2,7,13,3,11,24,XBOXONE,XWQnSuiKfkawC8gyBFq40w
8,1,15/04/2017,US,1,3,7,15,,1,0,17,103,190,340,133,110,78,2,4,13,2,2,18,4,12,22,XBOXONE,YV3dtqnimEK0pau2Uh71HA
0,0,15/04/2017,US,1,1,9,38,2,1,1,14,301,697,2538,67,110,66,2,23,5,,,,,,,XBOXONE,zAM2YUscvkWDgytQlBZi7A
17,1,16/04/2017,-1,1,2,5,30,,1,0,9,77,195,1056,327,155,140,,4,17,2,44,36,32,402,236,PS4,WhO_bJ-HM0OB0IBHJAbcmg
3,1,16/04/2017,AR,1,3,5,15,,1,0,18,136,437,654,,,98,,14,16,40,26,23,,65,58,PS4,nGBGH_HAkk-sL92odSw_5w
11,1,16/04/2017,AR,1,4,5,7,,1,0,17,82,127,250,138,110,,1,,12,2,,11,3,2,19,PS4,tOS4NWHeu0anKhdEcMHuqA
35,1,16/04/2017,AT,1,3,10,31,,1,1,20,227,765,1507,330,,6,3,23,15,6,74,44,15,118,91,PS4,TDriE9kIS0upvdp5tn5lsw
0,1,16/04/2017,AT,1,3,7,17,2,1,1,22,229,347,707,6,220,,,3,2,,,,,,,PS4,zAgyyqmmkE2pxORD_H070w
19,1,16/04/2017,AU,1,2,3,6,,1,0,13,105,169,260,146,,114,,3,13,,1,15,1,1,17,PS4,hazQXUrM70SgsMK8incplg
0,0,16/04/2017,AU,1,3,9,17,3,1,1,15,117,239,379,176,,66,,13,15,,2,4,,,,PS4,V3jgs1GMe025KTduJHn74g
0,1,16/04/2017,AU,1,10,20,57,,1,0,10,191,455,2042,195,220,24,2,24,12,1,27,18,1,179,92,PS4,VMtXelZLAEi_i4_xa_7WbA
0,1,16/04/2017,AW,1,2,5,10,,1,0,13,102,222,370,144,110,12,,9,14,2,9,14,4,10,17,PS4,1UYigRZqWku_127k2N-JZg
0,1,16/04/2017,AW,1,4,7,11,,1,0,10,82,171,359,182,,120,,3,13,,4,14,5,14,19,PS4,6Bao5sFqMk-j_afpN1JQgw
3,1,16/04/2017,BR,1,1,2,3,,1,0,9,59,101,261,13,,240,1,1,14,,2,17,3,22,35,PS4,0U4lHy5Rv0SlMhrmwiiTww
3,1,16/04/2017,BR,1,3,8,25,,1,0,11,101,192,271,,325,6,,1,14,1,4,15,,2,11,PS4,5nWdAV0yYkWNSgjnbVGrIg
33,1,16/04/2017,BR,1,1,5,9,,1,0,11,62,132,280,44,220,,,,12,,1,14,,1,16,PS4,5vqSI8YVXUm9d6bG0wQgHw
6,1,16/04/2017,BR,1,1,5,20,,1,0,19,146,423,926,143,125,,,16,14,1,15,22,2,55,52,PS4,BjHP7pHmdU2iMOp3Kak6gA
17,1,16/04/2017,BR,1,2,5,22,,1,0,14,112,269,713,306,,90,,6,14,1,24,22,3,82,82,PS4,FukvJa14H0iEYTeoXxerDw
123,1,16/04/2017,BR,1,4,9,16,,1,0,10,86,184,345,87,220,43,,4,15,4,5,14,3,16,22,PS4,kPGgzx3lz0SrqxpZ1o0UDQ
0,0,16/04/2017,BR,1,2,2,5,,1,0,17,183,348,1097,157,,116,,3,12,4,11,21,24,48,48,PS4,rjc_pvTOb0qPLUM4Fx5Oqw
1,1,16/04/2017,CA,1,7,11,29,4,1,1,17,334,953,2069,230,,,,12,13,,33,23,8,90,68,PS4,74hGdy1k-Umggr8ubp2rxg
953,1,16/04/2017,CA,1,2,3,12,,1,0,19,112,215,449,474,,6,1,3,16,1,7,15,3,34,39,PS4,X0rWogKQJUebh0o5A_Ydnw
382,1,16/04/2017,CH,1,1,2,4,,1,0,8,61,188,343,133,,618,,3,12,1,12,21,2,10,22,PS4,7OtJzPdhMU-OcD7sCGXWfg
0,0,16/04/2017,CL,1,1,3,4,,1,0,11,58,102,160,154,,86,,3,13,,1,11,1,1,14,PS4,PwS79V2aYkizLW7L350YFA
53,1,16/04/2017,DE,1,2,37,51,,1,0,23,100,341,559,95,125,23,,7,12,6,16,18,5,16,23,PS4,8ld5DYfwEU6I3jgclV6dqg
36,1,16/04/2017,DE,1,1,5,28,,1,0,9,43,164,407,22,,480,,1,10,,13,17,1,33,28,PS4,BEFprGxMOkSqtTkEjeLUuA
71,1,16/04/2017,DE,1,4,8,27,5,1,1,21,704,889,2144,84,,296,1,8,15,1,18,25,8,77,50,PS4,BWoZsfZ3XUO2U4l576Tx2g
2,1,16/04/2017,DE,1,1,1,8,,1,0,24,125,208,1247,313,,120,1,7,15,2,5,16,20,163,119,PS4,D6yc0CtgIEy80FCwJscqVg
2,1,16/04/2017,DE,1,3,9,23,,1,0,11,80,257,606,72,,,,2,12,1,17,18,6,47,41,PS4,dyFMgYAzhkSUoJpGt-Sx2Q
0,1,16/04/2017,DE,1,1,2,7,3,1,1,18,99,221,555,129,,,,8,15,,12,9,,,,PS4,I36JgnsVuEat8uQeTEPHCw
0,0,16/04/2017,DE,1,2,6,30,,1,0,23,118,209,483,306,,,1,6,13,1,6,13,6,26,25,PS4,MguCDZ1LeE2YaM_iFCpQWg
7,1,16/04/2017,DE,1,2,9,25,,1,0,8,52,113,196,2,,300,,4,11,,2,8,,6,5,PS4,n2qi_fVcXkalUKzoYgvwGQ
0,0,16/04/2017,DE,1,1,5,23,,1,0,35,237,520,1264,324,,252,2,6,12,6,33,20,13,147,109,PS4,RLszE8dZpUWhZsVIS-ONeA
2,1,16/04/2017,DE,1,8,15,34,,1,0,57,396,879,2123,224,220,27,3,28,13,5,48,32,15,172,100,PS4,uAuyqfDh_kORa_q6LkEqzA
16,1,16/04/2017,DE,1,7,22,39,,1,0,26,185,413,524,674,,,1,6,14,,6,15,,2,11,PS4,UK-5x1WvAkKMD39FOon1Mw
0,0,16/04/2017,EC,1,2,6,13,,1,0,22,222,452,1475,12,220,20,5,13,12,3,114,31,10,44,29,PS4,xKnG5_UbSk65MKraHyShmA
0,0,16/04/2017,ES,1,1,9,19,,1,0,15,103,585,761,150,,132,1,6,15,11,61,37,5,18,16,PS4,1-gXa77bQUi8v50_yzIwsw
0,1,16/04/2017,ES,1,9,16,27,,1,0,28,287,477,653,35,,18,4,28,14,5,14,20,4,20,22,PS4,aUgKFjt_9keCFkRHyF08hw
5,1,16/04/2017,ES,1,4,11,22,,1,0,23,209,358,681,21,,500,2,7,15,3,11,13,3,32,32,PS4,aVsISvEg80eUheI-Y-okbg
0,0,16/04/2017,ES,1,8,14,20,,1,0,27,185,354,697,4,,8,2,16,12,6,22,26,5,20,18,PS4,hrAz1MPJB0KU8nReNxxguw
0,0,16/04/2017,ES,1,1,3,8,,1,0,21,156,389,769,246,,24,1,24,13,1,37,30,8,48,46,PS4,mQws-Ko600WNQr6fX9Gz6g
15,1,16/04/2017,ES,1,3,7,19,,1,0,109,239,364,514,168,,,,1,10,1,3,10,2,7,18,PS4,NstncQ49nkO7pDePuZO1zA
3,1,16/04/2017,ES,1,2,5,12,,1,0,11,72,130,207,139,,,,3,14,1,,13,,4,12,PS4,QPMh1DdipE-LU2e36DO5tA
2,1,16/04/2017,FR,1,1,4,10,,1,0,14,85,196,421,193,110,,,1,15,1,13,25,,21,32,PS4,8tHEvyfLBU62QuzUhHd9YA
44,1,16/04/2017,FR,1,3,5,13,,1,0,12,95,188,319,241,,,1,3,12,2,3,14,2,1,15,PS4,CrukuBKlAUS3Fyi1-qPRIA
0,1,16/04/2017,FR,1,2,2,5,,1,0,10,74,156,311,200,,60,2,1,11,1,6,13,3,19,27,PS4,kkiotiCBTESDx2yFEA8XdA
48,1,16/04/2017,FR,1,1,2,6,,1,0,17,75,155,256,51,110,125,1,1,13,1,1,15,1,3,17,PS4,l5IVNB3Je02JMK3eea7l1g
0,0,16/04/2017,FR,1,2,2,7,,1,0,16,70,113,380,375,,,,,13,,1,10,3,16,29,PS4,P50ng7ZHHUaKGkoIbQcd3A
108,1,16/04/2017,FR,1,2,4,27,,1,0,19,93,504,1127,398,110,46,1,4,14,3,70,41,11,149,129,PS4,Ptc_Mw7x2E6j_v-7qrQH6A
0,0,16/04/2017,GB,1,4,15,27,,1,0,19,205,408,714,284,,12,3,13,13,2,23,22,1,39,25,PS4,8A9-Ac-bPUiWajQ1D1WTQg
12,1,16/04/2017,GB,1,2,5,18,4,1,1,12,85,233,518,250,,6,1,1,13,5,11,18,2,14,12,PS4,EknebS5H4EqqdZfIpEn7WA
2,1,16/04/2017,GB,1,1,2,10,4,1,1,16,149,303,544,243,,6,1,5,13,2,17,19,,15,18,PS4,IBlNESwBykSfZsRywAVGyA
0,0,16/04/2017,GB,1,2,7,10,,1,0,117,224,386,472,22,,,2,8,14,1,19,22,1,4,14,PS4,l3Rs5Ya8Wk2z_FHfl2oqGA
2,1,16/04/2017,GB,2,7,18,24,,1,0,130,371,1110,1436,345,110,47,2,15,12,4,69,33,2,34,33,PS4,TRfi7EzP-kSpdiaBKwehcA
4,1,16/04/2017,IE,1,2,5,11,,1,0,15,99,185,457,265,,8,,3,14,,6,16,5,23,33,PS4,C4Y4BascSkS0dtxqeQO_2A
758,1,16/04/2017,IT,1,5,9,12,,1,0,12,89,192,333,4,,420,,,14,,1,14,2,2,17,PS4,GBITSBFRD0-xKAM8m_zyrQ
0,1,16/04/2017,IT,1,3,4,22,,1,0,16,184,507,1259,89,,276,5,14,14,6,48,36,26,157,119,PS4,GxOV9bn12kWnckUK2OZ_dg
0,1,16/04/2017,IT,1,1,2,5,2,1,1,14,100,248,556,,,,,,,,,,,,,PS4,vYXtjVxH-E6N1QGp0n113A
2,1,16/04/2017,KW,1,1,2,19,,1,0,18,149,315,1603,227,,321,2,14,17,3,19,23,38,192,127,PS4,p7Kretw190OArG5MshOiIw
43,1,16/04/2017,MX,1,1,5,8,,1,0,17,68,241,482,377,,6,,3,14,,11,19,4,22,28,PS4,BpN1bYNbjUSXgNPyD0YTzA
0,1,16/04/2017,MY,1,1,5,8,3,1,1,28,235,396,537,198,,6,1,4,14,1,5,11,,,,PS4,pHzVqHPY00etnjSrRb0S7g
0,1,16/04/2017,NL,1,2,3,19,,1,0,18,141,301,894,260,170,7,1,8,14,1,15,17,10,73,60,PS4,76gqFVTC7ECct-4Al7kbxg
6,1,16/04/2017,NL,1,2,3,11,,1,0,14,95,300,621,280,,,1,8,14,5,24,22,10,41,42,PS4,8dTW25hvGUyky3QbWuoauw
3,1,16/04/2017,NL,1,1,5,12,4,1,1,15,104,368,766,180,,94,2,4,13,3,28,28,1,17,22,PS4,LnaZj8na1UGwPN6tPkHKBA
0,1,16/04/2017,NO,1,6,11,18,,1,0,11,132,241,367,264,,6,,3,13,,3,16,1,9,22,PS4,kQJI-h-GkkCMu4vxws1keA
0,1,16/04/2017,NZ,1,1,5,10,,1,0,15,70,312,592,120,,132,,3,15,4,42,31,3,27,31,PS4,5yzGfA8QO0SyZI5u4nK7jw
78,1,16/04/2017,NZ,1,1,5,15,,1,0,15,116,312,576,440,,,,5,13,,20,24,,33,48,PS4,O-zcKC_tpkCDMUHBgLWogw
0,0,16/04/2017,PL,1,3,11,27,,1,0,11,143,268,515,160,110,24,2,18,14,1,9,18,2,29,29,PS4,Nqm5AGpOoUe8n3zeJPFftQ
21,1,16/04/2017,PT,1,3,4,13,,1,0,14,115,222,420,35,,251,2,7,12,1,8,22,2,14,31,PS4,iRFNUkD0VkyK-hdVU5aZaA
0,1,16/04/2017,RU,1,3,5,11,,1,0,23,145,284,378,70,220,,2,9,11,1,4,14,3,11,23,PS4,_qz6teuwt0CPHtPaYbPxvg
10,1,16/04/2017,RU,1,5,16,29,,1,0,26,226,462,845,193,110,25,3,41,15,1,38,32,8,66,48,PS4,WOSxdOZ0AUCEFJSq5QARAg
0,1,16/04/2017,RU,1,4,6,17,,1,0,15,150,242,398,297,,6,2,16,11,,11,15,12,35,39,PS4,Yv0RWD3FSEaBYlJkXvBmpA
22,1,16/04/2017,SA,1,4,10,20,,1,0,31,289,514,753,,,6,2,7,11,2,12,22,4,17,18,PS4,iGjBPyyIu0aRIE7PvKZZlQ
5,1,16/04/2017,SA,1,2,3,12,,1,0,9,63,133,267,167,,23,,1,14,1,1,13,2,4,14,PS4,ivXt1xcgQUiN6DNVctCBOg
0,1,16/04/2017,SE,1,3,12,28,,1,0,19,201,420,627,324,,,1,28,15,1,30,26,,69,53,PS4,a0atsj4OHESM3zmszL5IGg
0,0,16/04/2017,SE,1,11,19,28,,1,0,16,113,283,348,,,119,,4,14,,3,16,2,4,10,PS4,fUrnh4Eqd0Cz2pic43_xQQ
29,1,16/04/2017,SK,1,1,2,14,,1,0,13,76,182,574,297,,6,,4,14,3,8,17,6,33,29,PS4,1O2yMaelqEGVWnkhmFmmRA
0,0,16/04/2017,SR,1,3,5,20,,1,0,25,272,822,1232,88,110,277,,36,13,11,190,59,123,218,173,PS4,rwFgeQ8cp0-4LXwH2fg30Q
0,1,16/04/2017,TR,1,3,5,12,,1,0,13,85,214,398,241,,,1,7,11,,19,20,3,21,27,PS4,dMujAQ0OXEqWxTT-TeneGg
43,1,16/04/2017,US,1,2,2,6,,1,0,9,102,216,397,266,,8,,,13,,,16,3,2,17,PS4,_M61focoxE2VH3ykUT8qLw
11,1,16/04/2017,US,1,2,5,12,,1,0,12,134,300,554,212,,124,,13,13,1,21,20,1,21,25,PS4,_XodMSD2SES8ovR5J6TTTQ
0,0,16/04/2017,US,1,1,1,4,2,1,1,14,80,174,506,2,,,2,3,3,,,,,,,PS4,-vCwHEQ_QEyq004xxkI9Iw
8,1,16/04/2017,US,1,2,4,13,,1,0,16,155,362,926,101,,12,6,11,14,4,22,23,11,81,67,PS4,1xY_W3S7e0uzUVeEepPk4Q
33,1,16/04/2017,US,2,10,23,61,,1,1,45,624,1537,2796,102,220,,4,114,13,16,101,41,3,16,9,PS4,4KWD0vWKZ0S5K-rqtcUDBA
0,0,16/04/2017,US,1,10,19,36,2,1,1,26,1926,3789,5721,27,220,6,1,21,8,,,,,,,PS4,67_-4drJGkyzsTyIFchI-g
8,1,16/04/2017,US,1,2,3,16,,1,0,19,203,442,1759,323,,,,11,15,2,30,26,7,100,90,PS4,6Jbnjn3scEGLQ3SglmVA2A
1,1,16/04/2017,US,1,2,7,16,,1,0,14,82,232,472,273,,,1,4,12,2,18,18,2,30,27,PS4,aU4-tYqenEeNRzRS2CBDfg
0,0,16/04/2017,US,1,6,14,21,,1,0,16,191,375,447,,,,,5,12,2,5,9,,3,8,PS4,C5cMr4Kx_0ayOfwQWVJF2w
7,1,16/04/2017,US,1,3,10,17,,1,0,11,99,256,371,273,,,,5,12,,16,24,,6,20,PS4,E7HbNjPOzkSiMlDXxftE4A
0,0,16/04/2017,US,1,3,4,15,,1,0,16,194,361,928,168,110,15,1,17,14,2,12,16,7,46,36,PS4,ehbJKehGJ0iKF22SxFnVWQ
0,0,16/04/2017,US,1,4,7,30,,1,0,13,81,154,239,1,,,,2,13,1,1,10,,1,9,PS4,hBmGAveXGUy18x2AXvBRUg
0,1,16/04/2017,US,1,2,3,12,3,1,1,13,220,415,1290,157,,60,,5,11,,3,8,,,,PS4,K-pLpQq6Uk--9v-ylgDtpg
3,1,16/04/2017,US,1,1,2,5,,1,0,15,168,335,1128,304,,,4,16,14,4,17,22,31,146,118,PS4,kAldhtm13UKiVWwvjt4thg
0,1,16/04/2017,US,1,2,2,2,2,1,1,12,195,275,650,224,,,,10,13,,,,,,,PS4,kjNx1DtIbUyQu5ABCEEw0Q
