CardsDonated,ClanJoined,Cohort,Country,DaysToReachTheater2,DaysToReachTheater3,DaysToReachTheater4,DaysToReachTheater5,FirstPurchaseTheater,Number of Records,PayingUsers,PlayTimeToReachTheater2,PlayTimeToReachTheater3,PlayTimeToReachTheater4,PlayTimeToReachTheater5,StartingGoldHurryCrate,StartingGoldPurchaseCrate,StartingGoldPurchaseSupply,T2Draw,T2Losses,T2Wins,T3Draw,T3Losses,T3Wins,T4Draw,T4Losses,T4Wins,Platform,userID
0,1,04/06/2017,NL,2,6,12,20,,1,0,98,196,537,1361,195,110,68,,10,8,3,80,33,1,97,69,PS4,T09MeY6iAECAln2txv4PXg
0,0,04/06/2017,NL,1,2,6,8,,1,0,11,45,153,218,31,,,,1,7,,,15,2,,13,PS4,wEWlWkfnrEiUW7OZXeBtiw
0,0,04/06/2017,NZ,1,1,2,2,3,1,1,22,121,240,500,129,110,6,1,5,10,,3,4,,,,PS4,L3dWuIiqNUacOZFeB1hFLQ
7,1,04/06/2017,PE,1,1,3,4,,1,0,19,93,214,362,255,,,1,6,9,2,18,21,2,8,14,PS4,lQiEKNh_TUS1DGWiapTFew
3,1,04/06/2017,PL,1,7,12,14,,1,0,10,103,180,338,44,220,,,9,11,1,3,15,,21,26,PS4,70PE1DYP6Eym5-bnoBaaPA
1,1,04/06/2017,PL,1,2,4,10,,1,0,21,74,188,373,54,220,32,,10,8,,16,24,6,43,40,PS4,VZF8TEnPlkm2nfqWJ701tA
2,1,04/06/2017,RU,1,2,8,14,,1,0,17,141,397,1134,294,,6,2,21,10,5,45,28,6,118,69,PS4,4S1-dUxpvkqC11EcaOD0ag
4,1,04/06/2017,RU,1,1,2,2,,1,0,9,36,88,187,1,,225,,1,7,1,2,12,,5,17,PS4,HVNIxdgl60O_i7YWru3fTg
1,1,04/06/2017,SE,1,2,2,3,3,1,1,14,62,159,300,5,,,,2,9,,3,1,,,,PS4,KiBPHE9YdkmcoPgmBFiuLg
4,1,04/06/2017,SZ,1,1,2,3,,1,0,17,87,292,411,257,,,1,3,9,6,23,23,1,14,18,PS4,aVzCYwcg-E-c1DFt_2RQ4g
1,1,04/06/2017,TR,2,2,4,13,,1,0,24,139,259,968,104,220,19,1,14,12,4,18,19,14,100,65,PS4,r_slC7xS3kCfTkuQnL-gxQ
15,1,04/06/2017,US,1,1,1,4,,1,0,12,83,176,358,89,,6,1,3,10,1,7,17,1,21,22,PS4,_DH2gVrpUEqAMGJjfxjfXA
3,1,04/06/2017,US,1,1,3,3,4,1,1,14,65,192,346,242,,6,,2,10,,7,18,,,1,PS4,-t985rjxLkKw5-PK50ViUg
0,1,04/06/2017,US,1,3,9,10,,1,0,27,70,242,365,,,,,2,8,1,22,20,1,14,20,PS4,GwQYaHImkEeBhVGTcY13Bw
0,0,04/06/2017,US,1,2,4,10,,1,0,12,109,283,590,345,,,1,11,10,4,17,27,8,27,19,PS4,hY4rwB07QEOpOoB1ni8mcQ
0,1,04/06/2017,US,1,4,9,11,,1,0,33,145,339,589,211,,54,2,13,9,,33,26,,42,36,PS4,lCVTCP6GhE68mur5enj6jA
0,0,04/06/2017,US,1,1,4,23,,1,0,21,100,385,795,185,110,,,11,9,5,36,27,3,43,33,PS4,mgQ6xgJ2VEmEyLqqVfM24A
0,0,04/06/2017,US,1,2,3,7,3,1,1,28,164,493,973,146,110,,2,11,11,,4,3,,,,PS4,R4bm_Qxfm0iPpb4r0i7pPA
0,0,04/06/2017,US,1,4,6,14,,1,0,12,65,127,231,,,,,1,8,1,1,10,,1,13,PS4,RJmGK_eXYEyfwp2Hr2pvsQ
0,0,04/06/2017,US,1,2,10,20,,1,0,73,144,326,507,106,125,6,1,6,10,2,17,22,,19,22,PS4,tJomy4GPSE-OW2B-SkI_AA
1,1,04/06/2017,US,1,3,6,8,,1,0,21,169,532,1152,22,,,,2,9,,3,13,1,8,17,PS4,U01a0om90U2JzpQdUU2LNA
0,0,04/06/2017,US,1,3,3,5,,1,0,17,104,170,445,50,,281,2,3,9,,1,13,1,10,18,PS4,VHkOZQAq30yJxYBUNJHuzg
0,0,04/06/2017,US,1,2,7,19,3,1,1,24,206,499,1060,137,,60,1,8,10,,,1,,,,PS4,ZzobsjiL9kamh9xi81Q2MQ
0,0,04/06/2017,BR,1,1,5,9,,1,0,17,142,364,597,12,,246,3,18,11,4,32,25,6,11,17,STEAM_PC,Pqxej9GhXke6EOt3RZo53Q
0,0,04/06/2017,DE,1,6,9,20,,1,0,15,578,1141,3135,35,,,2,10,10,4,11,20,2,15,24,STEAM_PC,yrqNQnT5T0-exUIDoTfvVA
0,0,04/06/2017,PL,1,1,2,5,3,1,1,15,94,211,414,127,,120,1,6,10,,48,6,,,,STEAM_PC,zdoDa9HiaEymHWu5j9GQkg
98,1,04/06/2017,RU,1,2,2,3,,1,0,17,138,260,538,85,110,140,,7,9,1,7,18,,13,20,STEAM_PC,Y8OII0jwikOeRDahiIizJQ
0,1,04/06/2017,TH,1,2,2,4,,1,0,14,117,253,495,83,,,1,6,9,,9,14,4,23,23,STEAM_PC,ctm9YOvzV0a1LUXDGccpDg
0,1,04/06/2017,UA,1,2,2,10,,1,0,10,78,160,502,,,60,,10,9,,5,14,9,34,35,STEAM_PC,K7NAcnyqlUGdihoKha8HLg
1,1,04/06/2017,-1,1,3,9,14,,1,0,15,276,711,1375,339,,6,,14,11,1,35,27,8,65,45,XBOXONE,7Qw9oyXWF0yTKyeeIP9h9Q
4,1,04/06/2017,-1,1,3,5,16,5,1,1,25,187,868,2105,121,220,12,1,22,10,2,69,39,3,187,114,XBOXONE,rORtrJfJpkufWAvNU3_YYw
7,1,04/06/2017,-1,2,2,3,17,3,1,1,22,193,441,1455,265,,,,34,12,1,104,43,,29,11,XBOXONE,wTWQIM9ajUiIH4uLjchYRg
0,0,04/06/2017,-1,2,3,10,13,,1,0,82,315,1055,1587,329,,6,,24,10,1,88,47,1,74,58,XBOXONE,y7euB1UMJU67geC-FQbodA
0,1,04/06/2017,AU,1,3,6,11,3,1,1,18,145,365,573,75,,180,,5,9,1,2,4,,,,XBOXONE,SBknDF85e0OSsLu_01okUA
1,1,04/06/2017,BR,1,1,13,23,,1,0,17,122,477,987,277,,,2,17,10,3,89,46,4,78,51,XBOXONE,2irwO0e9WEmJLQd0ow6WBA
7,1,04/06/2017,BR,1,3,4,7,,1,0,16,239,379,630,283,,,,24,9,2,14,17,3,27,24,XBOXONE,e5vI9IwqjUyqtq1eKY7ylA
8,1,04/06/2017,BR,1,3,4,5,,1,0,10,55,112,238,96,,175,,3,9,,,13,2,8,17,XBOXONE,GZZ41lZO8kmgTW6eYejWtA
1,1,04/06/2017,BR,1,2,3,6,,1,0,12,60,116,265,317,,6,,1,11,,2,13,,5,17,XBOXONE,hXSEVJEhdUSJOS2DME4IiQ
95,1,04/06/2017,BR,1,2,5,7,,1,0,8,42,121,269,83,,18,,,9,1,4,13,,1,14,XBOXONE,Odq-EhrbtEGMPvExKitE_w
1,1,04/06/2017,BR,1,2,3,6,,1,0,11,45,121,187,303,,6,,,9,1,2,14,,1,15,XBOXONE,z4kvRuZq80iOu5HwSRMrbw
0,0,04/06/2017,CA,2,5,12,18,,1,0,11,74,207,317,131,110,24,1,6,10,5,10,17,3,7,17,XBOXONE,JSJzheNNNEOEZYYyk_dK1g
30,1,04/06/2017,DE,1,2,3,8,,1,0,15,92,257,546,313,,,,9,10,1,22,18,3,58,51,XBOXONE,-JCN8ZvW0ky88S_SsY02qw
0,0,04/06/2017,DE,1,1,4,8,3,1,1,19,59,230,1288,199,,,,1,8,,7,9,,,,XBOXONE,5s7WVOnoXkehgFXFGzCQCQ
0,0,04/06/2017,DE,1,1,5,14,,1,0,29,116,470,1142,134,,258,,9,9,4,38,30,14,59,46,XBOXONE,hULss1tpC0CmmmGE2na2NA
0,1,04/06/2017,DE,1,2,2,4,3,1,1,12,59,181,438,151,,97,,3,8,,2,6,,,,XBOXONE,mcw2YkhaZkWWEF03jyg-ew
0,0,04/06/2017,DE,1,2,4,13,,1,0,15,111,279,427,136,,189,,12,9,,9,15,1,12,20,XBOXONE,RPsXyHDOh0m-KcucpC8pDA
1,1,04/06/2017,DE,1,1,1,24,,1,0,16,64,153,334,13,,176,1,1,9,1,5,14,2,9,16,XBOXONE,WzAV2FOdM0uTRrpc5W-gsQ
0,1,04/06/2017,ES,1,1,4,8,4,1,1,15,118,405,669,195,,15,1,17,9,7,33,28,5,21,16,XBOXONE,Y0z10--aMECsxot20R2AYg
0,0,04/06/2017,FR,1,2,3,5,2,1,1,9,68,176,258,,,,,1,1,,,,,,,XBOXONE,hvsO8F-aGkC3AFRjJaGehA
153,1,04/06/2017,FR,1,1,5,8,,1,0,17,119,247,382,71,,180,1,2,10,,4,13,1,3,13,XBOXONE,j3Xo283Kj0SJKOdyfovkrg
0,0,04/06/2017,FR,1,3,3,8,,1,0,21,344,494,1355,258,,,3,46,12,4,20,18,11,69,50,XBOXONE,XxRQdHNJO0-ZvrAw2ApuVg
43,1,04/06/2017,GB,1,1,5,10,,1,0,21,79,240,563,258,,57,,2,11,1,15,19,5,27,26,XBOXONE,1QJsDvraBkumHF98B8kGVQ
0,0,04/06/2017,GB,1,2,5,8,,1,0,18,135,508,853,99,220,,,11,9,4,45,28,4,30,31,XBOXONE,wt4xucMOSk2q_624_fvRxg
1,1,04/06/2017,MX,1,9,16,26,,1,0,13,148,287,442,,,151,,8,48,,2,16,2,6,17,XBOXONE,1eazKxtjvkK4Vrlsk9-RQw
0,1,04/06/2017,MX,1,1,3,8,,1,0,16,68,322,509,292,,,,3,10,3,31,23,3,26,32,XBOXONE,qE7USPtnX0W56IYnZ9xYGw
1,1,04/06/2017,NL,1,1,5,10,,1,0,13,107,248,398,255,,,1,10,10,5,12,16,,17,25,XBOXONE,BYWobkSC1kqQ2YklsAM8-A
0,1,04/06/2017,US,1,1,3,4,,1,0,21,165,282,372,245,,,1,1,9,,,14,,5,17,XBOXONE,0sdxoe-vOkGWt3YAMZZmMw
9,1,04/06/2017,US,1,1,1,2,,1,0,15,66,159,269,255,,,2,,10,2,4,15,2,4,14,XBOXONE,1SoGwrxxZUGteuckqgcBqQ
159,1,04/06/2017,US,1,3,4,5,,1,1,380,110,519,284,371,,6,,,11,,1,16,,6,15,XBOXONE,B-9o9n82gk6F4CogNWRikA
353,1,04/06/2017,US,1,1,2,2,,1,1,8,62,151,215,345,,,,3,8,,1,15,,2,12,XBOXONE,eJFWtyASgkGcxwys__-rQg
0,0,04/06/2017,US,1,2,3,6,,1,0,21,68,163,229,239,,21,,3,11,1,1,13,,3,14,XBOXONE,HrGXYQQOvkGp5HEjbzzSEA
0,0,04/06/2017,US,1,5,11,21,,1,0,15,113,237,495,214,110,66,3,10,11,2,11,15,3,48,40,XBOXONE,iMy6RgTjBkGgl42YNrvqhg
0,0,04/06/2017,US,2,3,7,14,,1,0,12,60,152,255,39,,,,2,9,1,1,14,1,7,14,XBOXONE,NP6ohax6uEKP4zr7Na9aag
4,1,04/06/2017,US,1,1,1,3,,1,0,13,89,201,403,262,,,1,3,10,2,7,18,5,16,24,XBOXONE,okIwSqKdL02iNZJkrXEhWQ
0,0,04/06/2017,US,2,4,8,10,,1,0,19,270,374,517,117,,,,3,9,1,2,15,1,4,15,XBOXONE,R34QBItlH0aozInON5Jydw
0,1,04/06/2017,US,1,2,6,13,,1,0,18,189,683,1240,167,,153,2,25,9,5,42,25,7,48,44,XBOXONE,wBr_53hCbkueiUW_GXwPJA
0,0,04/06/2017,US,1,1,2,6,4,1,1,20,83,268,567,28,,180,,,7,1,10,16,,,1,XBOXONE,xREXuCef5EWuBP4Jm5vhHA
111,1,05/06/2017,-1,1,2,4,5,,1,0,15,118,505,683,32,,240,1,12,8,2,49,23,,12,20,PS4,ANJIoXfH4kCU_vGaVRZoQw
0,0,05/06/2017,AG,3,4,6,11,,1,0,15,106,215,458,134,,150,,18,10,1,8,18,21,76,52,PS4,n8cHFeZndUKzocaPy-kn-g
16,1,05/06/2017,AR,2,4,10,18,,1,0,23,104,180,406,32,,74,1,4,7,,3,13,2,17,18,PS4,XBTf4gclzEiwy1wdvFmEsg
279,1,05/06/2017,BR,1,1,2,3,,1,0,14,67,192,386,322,,34,1,4,9,3,11,19,4,22,22,PS4,zd-9xviSCkmZMRcjAs7alQ
75,1,05/06/2017,CA,1,1,3,5,,1,0,17,60,186,342,70,,,1,2,9,3,22,15,4,7,19,PS4,k4-IINOyJUqDpxekiYB9EA
0,0,05/06/2017,CA,1,1,1,2,3,1,1,14,46,133,270,222,,,,,9,,2,5,,,,PS4,NyHU4qOkUkKxmgXZdLZ06w
39,1,05/06/2017,CA,1,2,3,5,,1,0,22,108,520,873,418,,,,5,11,4,8,16,4,24,29,PS4,rLrZXCvNKES5AMAenlt_fw
19,1,05/06/2017,CZ,1,3,6,17,,1,0,12,65,147,257,154,110,32,,3,10,1,3,14,,4,15,PS4,j1yEDYtR4US8XnN0xktWGA
12,1,05/06/2017,DE,1,2,6,9,,1,0,12,129,407,590,,,,,4,9,,2,15,,3,14,PS4,Ddu8xPTxLkyIL-R7JXFYlA
0,0,05/06/2017,DE,1,2,6,10,,1,0,16,103,222,464,8,,218,,9,9,1,14,22,,25,27,PS4,EiEaxk8nRU-1Q_rQkwNpUA
0,0,05/06/2017,DE,1,4,8,17,,1,0,22,162,312,593,320,,56,,21,12,2,12,19,8,33,29,PS4,eKXeymmUzEeUDtybMW6bXA
0,0,05/06/2017,DE,1,1,3,4,,1,0,19,127,378,601,322,,,3,11,9,5,34,24,2,12,19,PS4,EmAIrZZrDkSek7zy99r6Hw
43,1,05/06/2017,DE,1,1,3,6,,1,0,16,125,349,518,292,,12,1,7,12,2,26,21,,21,24,PS4,g5whg0LSOE6i4J14GnPOPg
0,1,05/06/2017,DE,1,1,2,9,,1,0,22,119,528,1976,283,,6,1,8,9,3,40,31,13,146,91,PS4,IQst7dCAGkO5acCKU8EENw
21,1,05/06/2017,DE,1,1,2,8,,1,0,18,84,179,527,251,,149,,2,10,,9,14,2,31,28,PS4,jmwPSF0kMEiYa-Dm7hmOnQ
0,0,05/06/2017,DE,2,2,9,13,,1,0,27,149,667,854,312,,6,1,3,9,6,27,27,5,24,26,PS4,m3AydMVT_kCH8Rn-pMAwXw
1,1,05/06/2017,DE,1,1,5,8,,1,0,18,105,393,677,245,,6,,9,9,1,24,19,,13,19,PS4,mnQSLhUA5kGmAE3_TGOKSA
0,0,05/06/2017,DE,1,5,9,17,,1,0,17,161,614,2118,,,,,1,8,1,7,15,1,18,22,PS4,vHF-CLX70kuRmaoQJSbXyw
5,1,05/06/2017,DE,1,3,7,11,,1,0,12,89,172,304,163,110,21,,5,10,,5,16,2,15,20,PS4,VNDs9Tk0VESCqRMm5wOqKw
0,1,05/06/2017,ES,1,2,9,18,,1,0,54,295,717,1688,265,220,,1,41,11,3,85,32,12,160,102,PS4,_lObqyP-JECQ0nYJz8492A
10,1,05/06/2017,ES,1,3,6,11,,1,0,11,72,178,271,21,,,,1,10,1,3,16,2,1,15,PS4,07hggHrr30S0oKdAvBmbMw
52,1,05/06/2017,FR,1,2,2,3,,1,0,14,89,196,292,285,,,,4,10,3,6,17,5,8,17,PS4,5Pw_YBP4g02M_TUP4VlETw
3,1,05/06/2017,FR,1,2,4,8,,1,0,31,147,435,566,310,,72,,7,10,2,25,24,,10,20,PS4,ap-XEegSp0qQHks2gqsn-g
1,1,05/06/2017,FR,1,2,3,7,,1,0,21,124,456,717,267,,,2,11,8,5,32,24,2,13,20,PS4,FZ_l6ye4kEKk0DTzDk9d_w
0,0,05/06/2017,FR,1,1,1,8,,1,0,14,133,272,783,314,,12,,13,12,2,16,17,4,29,29,PS4,Ptmd7ejtn0mh5Pn4BFVlFQ
0,0,05/06/2017,GB,1,4,11,16,3,1,1,30,164,532,693,219,,57,,19,9,1,52,15,,,,PS4,39FdNUAnRUeod_eKK5gs5A
4,1,05/06/2017,GB,1,1,2,4,,1,0,20,87,209,347,259,,,,5,9,1,4,18,,17,21,PS4,cVuojD7oY0GOruEM2QZ9rQ
3,1,05/06/2017,GB,1,4,6,7,,1,0,11,120,185,360,133,220,,,,10,,,17,,4,16,PS4,gI--hIwvRECd1QlbI-fsVg
0,0,05/06/2017,GB,1,2,2,2,,1,0,8,44,88,121,3,,240,1,,10,,,15,,,10,PS4,HZV9vpq090eObgzGu1dNgw
2,1,05/06/2017,GB,1,2,2,6,3,1,1,19,197,377,1216,140,,114,,37,9,1,29,8,,,,PS4,YrEhH3D64kKll6ztik6Vkg
8,1,05/06/2017,IT,1,3,4,9,,1,0,28,106,175,250,180,125,16,,5,10,2,2,11,1,2,15,PS4,gnRY54CHbUeXeysB1m3Bug
3,1,05/06/2017,IT,1,2,6,7,,1,0,14,86,208,317,152,,162,2,4,9,,8,15,1,6,17,PS4,plCkrWo_l02dhhI-rN70Wg
0,0,05/06/2017,NL,1,1,2,7,3,1,1,16,66,287,1150,225,,18,,3,9,,16,5,,,,PS4,F4_wvZIzakqbCoVqxJEfHA
91,1,05/06/2017,PL,1,1,2,4,,1,0,16,73,225,392,334,,6,2,3,9,1,4,15,,16,26,PS4,vTOlYwdVwkWKEymIXl3N3Q
0,1,05/06/2017,RE,1,1,5,9,,1,0,15,101,880,1121,222,,50,,8,10,10,60,30,4,23,25,PS4,hJhLXaNyw0qtsRlDkmEB3Q
2,1,05/06/2017,RU,1,1,8,20,,1,0,14,87,207,421,160,,153,1,7,9,2,8,13,5,13,26,PS4,qzGiqmHgAkGpjLWHS95lZQ
0,0,05/06/2017,TT,1,1,3,6,,1,0,28,147,323,549,281,,6,1,15,12,,28,23,3,37,37,PS4,LRueFrVkRECmDld_HMG_YA
13,1,05/06/2017,US,2,4,10,15,,1,0,13,68,152,241,163,110,6,,1,10,,1,16,1,1,18,PS4,2l32qOZNS0CMXJf-OhAS8Q
0,0,05/06/2017,US,1,2,3,6,,1,0,26,191,516,760,320,,6,3,11,10,9,44,28,,18,26,PS4,7u7auOv49kW_hNbEqAImpQ
474,1,05/06/2017,US,1,4,4,7,,1,0,19,78,166,308,1,,,,,10,,3,13,,,11,PS4,cXgAjTdu80-De1I2-iVgbw
16,1,05/06/2017,US,1,1,1,6,,1,0,13,68,180,323,293,,9,2,2,9,,3,15,,17,29,PS4,j8vLl4C5ik2FArhy5T8tVA
0,0,05/06/2017,US,1,1,3,6,,1,0,18,122,247,370,256,110,9,3,10,11,2,10,14,,12,20,PS4,qo78dCZTDUqg1G2vTm3G8Q
19,1,05/06/2017,US,1,2,8,11,,1,0,17,97,422,530,167,220,24,1,10,9,5,50,26,,6,22,PS4,vg2mBtRGSkCsYgGvIsxoGQ
15,1,05/06/2017,FR,1,2,5,6,,1,0,11,184,348,529,28,125,120,1,11,12,,14,18,,5,17,STEAM_PC,xQGhU50rQEOmaYv3-fZJ3w
0,1,05/06/2017,IT,1,2,8,16,,1,0,14,216,946,5291,193,110,6,1,36,10,17,158,61,25,124,69,STEAM_PC,SwFblwn7u0m2b7nLY03m-Q
192,1,05/06/2017,US,2,2,6,20,,1,0,18,160,455,805,53,220,,2,14,9,16,50,31,21,143,77,STEAM_PC,9b08fREGOEuo--9Iiz7TOQ
1,1,05/06/2017,AU,1,1,1,2,,1,0,13,42,206,566,303,,,,,7,3,22,20,6,45,41,XBOXONE,Du0tQZ-vAk6NAuOLhvm0IQ
0,0,05/06/2017,CA,1,1,6,12,,1,0,17,87,206,322,86,220,,,4,9,1,5,15,2,8,16,XBOXONE,nWvEieGJj02i6dWjR6c7UA
0,1,05/06/2017,CO,1,2,6,8,,1,0,22,160,363,512,3,,251,,17,9,,16,18,,11,18,XBOXONE,Dt7N4QNEc0Kg2tTVRUcHog
0,0,05/06/2017,DE,1,10,19,27,,1,0,11,238,494,876,221,,66,5,13,11,3,16,20,5,29,28,XBOXONE,G2qKz9ySlEOJmeBmUY2miA
0,1,05/06/2017,DE,1,2,3,4,3,1,1,26,102,234,383,262,,,1,9,10,,9,15,,,,XBOXONE,k8tT6mcBGkuPhZdjQcEksA
0,0,05/06/2017,DE,1,2,2,5,3,1,1,14,193,392,621,251,,,1,28,12,4,15,12,,,,XBOXONE,mFSQi2PMRkGLeY3HZSIBsg
0,0,05/06/2017,DE,1,2,8,13,,1,0,45,630,1448,1670,23,110,201,2,14,10,5,15,22,1,4,19,XBOXONE,uA8ovkXAh0-gKQkizAxh6w
18,1,05/06/2017,FR,1,2,3,4,,1,0,9,103,152,263,45,,,2,1,9,,,11,1,3,14,XBOXONE,s1L4fkT-HkKBgEcJFnRy4g
2,1,05/06/2017,GB,1,2,4,9,,1,0,12,90,223,342,280,,11,,3,11,1,8,16,1,2,15,XBOXONE,8zFxGSTE4US76trlXTmKBQ
4,1,05/06/2017,GB,1,2,4,8,3,1,1,18,132,662,1165,149,,,,2,9,,4,10,,,,XBOXONE,evbzQs-8xkq83HQ5PlrHnw
21,1,05/06/2017,GB,1,3,7,13,,1,0,10,67,128,276,,,,,4,9,,,14,1,2,16,XBOXONE,Pm6VcCIne0eNW1Z1if33CQ
0,0,05/06/2017,US,1,6,13,21,,1,0,18,239,444,966,175,,141,,17,11,,4,19,,30,27,XBOXONE,4quP-g0qjUumck2uOj_tPA
6,1,05/06/2017,US,1,2,6,19,,1,0,22,110,233,541,200,,184,1,11,11,,8,17,3,58,48,XBOXONE,9WTJTCD-jEakquNjvmlBoQ
53,1,05/06/2017,US,1,4,5,12,,1,0,6,71,123,292,90,220,,1,5,8,,1,11,1,9,19,XBOXONE,Dq7GJXUwb0Kx5Byeou0VSw
0,1,05/06/2017,US,1,1,2,4,,1,0,13,92,232,390,296,,,,7,10,,12,20,1,15,22,XBOXONE,iNUH4wmicUmRjjbd1pLs3A
455,1,05/06/2017,US,1,3,3,10,,1,0,18,167,399,892,16,,426,3,23,8,5,32,23,4,65,45,XBOXONE,lVWnY5jt4kq8l9dJ43P52g
0,0,05/06/2017,US,1,2,3,4,2,1,1,16,201,415,900,5,110,18,,3,,,,,,,,XBOXONE,mzFVvheyCke5HGbmk3VTFA
0,1,05/06/2017,US,1,2,7,15,5,1,1,17,258,615,984,211,,,,6,9,1,8,12,1,11,20,XBOXONE,ndh8GO-s3EOfyjlFT0n5UQ
0,0,05/06/2017,US,1,2,3,7,,1,0,18,104,167,282,290,,,,15,9,,7,12,1,11,19,XBOXONE,PG2RmTncq0ul-t0zXvmb1g
7,1,05/06/2017,US,1,3,6,9,,1,0,13,64,152,218,,,27,,4,7,,4,17,,3,14,XBOXONE,SRZcZhBzGkqbL-0vSoXEtw
2,1,06/06/2017,-1,1,1,2,4,,1,0,22,88,292,547,192,110,,1,3,10,4,9,22,7,21,18,PS4,59bjUi2XzEGF_ibg3ca7LA
6,1,06/06/2017,AR,2,3,5,13,,1,0,19,115,238,631,365,,13,,8,11,1,11,16,4,45,36,PS4,yDADNx4c70mBZe1vfZf_zw
0,0,06/06/2017,BE,1,1,5,9,3,1,1,13,77,178,274,75,110,,,1,8,1,,9,,,,PS4,gd0CProZREe6sI4KCUYzAA
1,1,06/06/2017,CA,1,2,5,12,4,1,1,19,239,508,709,245,,,,7,10,1,9,18,2,9,16,PS4,1AiI1uegSk6VYzMC2hrzog
2,1,06/06/2017,DE,1,1,2,7,,1,0,30,64,211,387,119,,82,,1,8,,16,19,,19,23,PS4,6pWebEfMA0eC-PNYOKV0Ug
264,1,06/06/2017,DE,1,1,1,1,,1,0,11,38,104,200,325,,,,,9,,,14,,5,17,PS4,duEngaIfZUWF8E_bAe8FPg
6,1,06/06/2017,DE,1,2,6,11,,1,0,11,67,153,254,120,,,,1,7,1,5,11,,2,13,PS4,kAi2AmC3FUu1adz3z89q1w
1,1,06/06/2017,DE,1,3,3,5,,1,0,17,106,246,434,361,,12,1,4,9,,9,14,3,8,14,PS4,uB0Arl7dtECGOT5tKGjtNA
0,0,06/06/2017,DE,1,1,2,10,,1,0,14,70,151,235,272,,,,2,10,1,3,10,,4,16,PS4,wIfIwJhedUuoOLg8o_dFMw
1,1,06/06/2017,ES,1,2,2,3,,1,0,21,94,205,339,266,,,,10,10,,13,20,,26,30,PS4,3rs-VNswP0C93EZKphnOag
0,0,06/06/2017,ES,1,1,1,2,4,1,1,14,62,148,299,239,,12,,1,9,2,6,13,,3,10,PS4,v5w1znMuCEqjXF-5rS1w6g
13,1,06/06/2017,ES,1,2,4,6,,1,0,13,94,183,241,185,110,,1,2,9,1,3,12,1,1,10,PS4,WstDIvBXd06UqSffRu6PCQ
0,1,06/06/2017,FR,1,2,2,7,,1,0,14,106,169,410,348,,9,3,7,10,,2,14,2,22,24,PS4,aCzL482XGU6HMIGTPF6Fng
0,0,06/06/2017,FR,1,1,2,5,,1,0,21,74,173,397,332,,9,,6,8,,15,15,3,28,29,PS4,jE81dnEzP02tXHVlhRBqbQ
19,1,06/06/2017,FR,1,5,10,25,,1,0,12,111,237,536,8,,6,1,10,12,1,11,17,4,47,44,PS4,nwK7zXWV20KlOzDsdUPgkQ
2,1,06/06/2017,FR,1,1,1,2,5,1,1,17,74,283,516,304,,6,,7,8,1,4,16,3,7,16,PS4,RXymoe33XE2H4irFEtdFDg
0,0,06/06/2017,FR,1,6,7,14,,1,0,20,153,273,468,54,,,,10,11,2,7,12,2,14,23,PS4,y8LD2AJ_yUSBl1pYztIMxQ
0,0,06/06/2017,FR,1,2,7,14,5,1,1,17,163,325,600,130,,151,1,4,9,2,9,13,1,14,22,PS4,yMv4ZXHIfUWcAjlrNDt62A
8,1,06/06/2017,GB,1,1,2,3,,1,0,7,34,65,147,191,,,,,10,,,12,,2,6,PS4,4UBm55QtDkaQ2FEsWrcKxA
0,0,06/06/2017,GB,1,1,2,5,2,1,1,15,52,136,286,,,,,,,,,,,,,PS4,5HnyiQlL1kCZ4KcZHhHCuw
6,1,06/06/2017,GB,1,1,5,8,,1,0,33,138,305,602,160,110,,1,2,9,1,16,18,1,19,26,PS4,e5En6Gd_MkGb00jG66abfw
0,0,06/06/2017,GB,1,9,13,27,,1,0,11,124,219,370,389,,,3,6,9,,8,15,,48,40,PS4,O8WQAlXOrUaE2Z8CH7xmCQ
0,0,06/06/2017,GB,1,1,3,11,,1,0,15,83,175,530,299,,14,,11,7,,9,13,3,83,53,PS4,w6aCuutk9kqIxeuMpT0XJw
0,0,06/06/2017,IR,3,8,17,22,,1,0,15,66,145,281,4,,12,,4,8,1,6,10,3,10,28,PS4,64Ou1Owm4k2BVgIeLL3fpA
8,1,06/06/2017,IR,1,4,8,11,,1,0,12,86,172,264,53,155,111,,5,8,2,2,16,,,13,PS4,sAw7woM6z02lMCyaiCdbMg
2,1,06/06/2017,IT,1,6,12,14,,1,0,12,69,178,352,291,,23,,,10,2,8,17,1,14,25,PS4,AkCdt3FCqEGElduoCMO4JA
3,1,06/06/2017,KZ,1,1,8,11,,1,0,13,50,144,207,162,,120,,,9,,3,15,,4,13,PS4,NPhQs549qkyLun32Y5iT2Q
23,1,06/06/2017,NL,1,2,10,14,,1,0,11,71,166,284,254,,,1,4,10,1,7,12,,10,14,PS4,4x3mXnYPqUWV3zEMqf4SJQ
8,1,06/06/2017,PL,1,1,2,4,,1,0,15,91,171,227,199,,72,1,8,9,,3,15,,4,13,PS4,JNFH3jkQn02R4T9WVCS2rg
0,1,06/06/2017,RU,1,1,3,7,5,1,1,51,125,304,840,297,,13,,4,9,2,19,20,4,105,75,PS4,dsh54CXXJkm2iA0IbG9hkw
0,0,06/06/2017,RU,1,5,9,19,,1,0,70,239,718,1323,291,,29,1,16,8,,42,29,7,90,54,PS4,MRQnKZv4vUG-BpdnL15XrA
0,1,06/06/2017,RU,2,2,2,2,,1,0,18,79,188,286,76,,304,1,,9,1,12,20,1,11,19,PS4,vUPJFD0aok6aDSjr9LMiCQ
